#SET1,,,,,,,,
Stadium Love,All the Wild Horses,Stadium Love,Stadium Love,All the Wild Horses,Stadium Love,Stadium Love,Worrisome Heart,Stadium Love
Schottkey 7th Path,,,Schottkey 7th Path,,,Schottkey 7th Path,,
Mayfair Song,,,Mayfair Song,,,Mayfair Song,,
#SET36,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,How Can I Keep From Singing?,Samba Vexillographica
How Can I Keep From Singing?,Heliosphan,How Can I Keep From Singing?,How Can I Keep From Singing?,Heliosphan,How Can I Keep From Singing?,How Can I Keep From Singing?,Samba Vexillographica,How Can I Keep From Singing?
Cheers Darlin',How Can I Keep From Singing?,Cheers Darlin',Cheers Darlin',How Can I Keep From Singing?,Cheers Darlin',Cheers Darlin',Heliosphan,Cheers Darlin'
Heliosphan,,,Heliosphan,,,Heliosphan,,
The Concubine,,,The Concubine,,,The Concubine,,
#SET37,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
A Day Without Rain,A Day Without Rain,A Day Without Rain,A Day Without Rain,Worrisome Heart,A Day Without Rain,A Day Without Rain,My Dearest Friend,A Day Without Rain
Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,A Day Without Rain,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart
My Dearest Friend,My Dearest Friend,My Dearest Friend,My Dearest Friend,My Dearest Friend,My Dearest Friend,My Dearest Friend,A Day Without Rain,My Dearest Friend
Alpha Beta Gaga,,,Alpha Beta Gaga,,,Alpha Beta Gaga,,
U Smile,,,U Smile,,,U Smile,,
#SET38,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
The Body Breaks,Baby I'm A Fool,The Body Breaks,The Body Breaks,Baby I'm A Fool,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks
How Can I Keep From Singing?,The Body Breaks,How Can I Keep From Singing?,How Can I Keep From Singing?,The Body Breaks,How Can I Keep From Singing?,How Can I Keep From Singing?,Cheers Darlin',How Can I Keep From Singing?
Cheers Darlin',Cheers Darlin',Cheers Darlin',Cheers Darlin',How Can I Keep From Singing?,Cheers Darlin',Cheers Darlin',Baby I'm A Fool,Cheers Darlin'
Mayfair Song,,,Mayfair Song,,,Mayfair Song,,
Baby I'm A Fool,,,Baby I'm A Fool,,,Baby I'm A Fool,,
#SET39,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
A Day Without Rain,A Day Without Rain,A Day Without Rain,A Day Without Rain,Worrisome Heart,A Day Without Rain,A Day Without Rain,A Day Without Rain,A Day Without Rain
Burden of Tomorrow,Worrisome Heart,Burden of Tomorrow,Burden of Tomorrow,A Day Without Rain,Burden of Tomorrow,Burden of Tomorrow,Burden of Tomorrow,Burden of Tomorrow
Worrisome Heart,Burden of Tomorrow,Worrisome Heart,Worrisome Heart,Burden of Tomorrow,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart
The World at Large,,,The World at Large,,,The World at Large,,
The Concubine,,,The Concubine,,,The Concubine,,
#SET40,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Samba Vexillographica,Worrisome Heart
Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Worrisome Heart,Samba Vexillographica
Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I
The Concubine,,,The Concubine,,,The Concubine,,
Dark Messages,,,Dark Messages,,,Dark Messages,,
#SET41,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Cheers Darlin',If I Could Be Where You Are,Cheers Darlin',Cheers Darlin',If I Could Be Where You Are,Cheers Darlin',Cheers Darlin',Cheers Darlin',Cheers Darlin'
So Vast as the Sky,Schottkey 7th Path,So Vast as the Sky,So Vast as the Sky,Schottkey 7th Path,So Vast as the Sky,So Vast as the Sky,If I Could Be Where You Are,So Vast as the Sky
Schottkey 7th Path,Cheers Darlin',Schottkey 7th Path,Schottkey 7th Path,Cheers Darlin',Schottkey 7th Path,Schottkey 7th Path,The Concubine,Schottkey 7th Path
The Concubine,,,The Concubine,,,The Concubine,,
If I Could Be Where You Are,,,If I Could Be Where You Are,,,If I Could Be Where You Are,,
#SET42,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks
Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart
So Vast as the Sky,Schottkey 7th Path,So Vast as the Sky,So Vast as the Sky,Schottkey 7th Path,So Vast as the Sky,So Vast as the Sky,Schottkey 7th Path,So Vast as the Sky
Schottkey 7th Path,,,Schottkey 7th Path,,,Schottkey 7th Path,,
Dark Messages,,,Dark Messages,,,Dark Messages,,
#SET43,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Burden of Tomorrow,On My Way Home,Burden of Tomorrow,Burden of Tomorrow,On My Way Home,Burden of Tomorrow,Burden of Tomorrow,On My Way Home,Burden of Tomorrow
The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,The Body Breaks,Burden of Tomorrow,The Body Breaks
Hazey Jane I,Burden of Tomorrow,Hazey Jane I,Hazey Jane I,Burden of Tomorrow,Hazey Jane I,Hazey Jane I,The Body Breaks,Hazey Jane I
On My Way Home,,,On My Way Home,,,On My Way Home,,
The Concubine,,,The Concubine,,,The Concubine,,
#SET44,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Horn,Baby I'm A Fool,Horn,Horn,Baby I'm A Fool,Horn,Horn,Baby I'm A Fool,Horn
Heliosphan,Horn,Heliosphan,Heliosphan,Horn,Heliosphan,Heliosphan,Horn,Heliosphan
The Concubine,Heliosphan,The Concubine,The Concubine,Heliosphan,The Concubine,The Concubine,Heliosphan,The Concubine
Baby I'm A Fool,,,Baby I'm A Fool,,,Baby I'm A Fool,,
U Smile,,,U Smile,,,U Smile,,
#SET45,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,Hazey Jane I,Worrisome Heart
Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica
Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Hazey Jane I,Worrisome Heart,Hazey Jane I
So Vast as the Sky,,,So Vast as the Sky,,,So Vast as the Sky,,
Dark Messages,,,Dark Messages,,,Dark Messages,,
#SET46,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,No Holly For Miss Quinn,Worrisome Heart,No Holly For Miss Quinn,No Holly For Miss Quinn,Worrisome Heart,No Holly For Miss Quinn
Worrisome Heart,Worrisome Heart,Worrisome Heart,Worrisome Heart,No Holly For Miss Quinn,Worrisome Heart,Worrisome Heart,Samba Vexillographica,Worrisome Heart
Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,Samba Vexillographica,No Holly For Miss Quinn,Samba Vexillographica
Heliosphan,,,Heliosphan,,,Heliosphan,,
Hi Scores,,,Hi Scores,,,Hi Scores,,
#SET47,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Horn,Heliosphan,Horn,Horn,Horn,Horn,Horn,Heliosphan,Horn
Cheers Darlin',Horn,Cheers Darlin',Cheers Darlin',Heliosphan,Cheers Darlin',Cheers Darlin',Cheers Darlin',Cheers Darlin'
Alpha Beta Gaga,Cheers Darlin',Alpha Beta Gaga,Alpha Beta Gaga,Cheers Darlin',Alpha Beta Gaga,Alpha Beta Gaga,Horn,Alpha Beta Gaga
Heliosphan,,,Heliosphan,,,Heliosphan,,
U Smile,,,U Smile,,,U Smile,,
#SET48,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
On My Way Home,Baby I'm A Fool,On My Way Home,On My Way Home,Baby I'm A Fool,On My Way Home,On My Way Home,Heliosphan,On My Way Home
Heliosphan,On My Way Home,Heliosphan,Heliosphan,On My Way Home,Heliosphan,Heliosphan,Baby I'm A Fool,Heliosphan
Dark Messages,Heliosphan,Dark Messages,Dark Messages,Heliosphan,Dark Messages,Dark Messages,On My Way Home,Dark Messages
Baby I'm A Fool,,,Baby I'm A Fool,,,Baby I'm A Fool,,
U Smile,,,U Smile,,,U Smile,,
#SET49,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
A Day Without Rain,Baby I'm A Fool,A Day Without Rain,A Day Without Rain,Baby I'm A Fool,A Day Without Rain,A Day Without Rain,Baby I'm A Fool,A Day Without Rain
All the Wild Horses,A Day Without Rain,All the Wild Horses,All the Wild Horses,A Day Without Rain,All the Wild Horses,All the Wild Horses,A Day Without Rain,All the Wild Horses
Horn,Horn,Horn,Horn,Horn,Horn,Horn,Horn,Horn
The World at Large,,,The World at Large,,,The World at Large,,
Baby I'm A Fool,,,Baby I'm A Fool,,,Baby I'm A Fool,,
#SET50,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Boadicea,Baby I'm A Fool,Boadicea,Boadicea,Baby I'm A Fool,Boadicea,Boadicea,Boadicea,Boadicea
All the Wild Horses,Boadicea,All the Wild Horses,All the Wild Horses,Boadicea,All the Wild Horses,All the Wild Horses,All the Wild Horses,All the Wild Horses
The World at Large,Schottkey 7th Path,The World at Large,The World at Large,Schottkey 7th Path,The World at Large,The World at Large,Baby I'm A Fool,The World at Large
Schottkey 7th Path,,,Schottkey 7th Path,,,Schottkey 7th Path,,
Baby I'm A Fool,,,Baby I'm A Fool,,,Baby I'm A Fool,,
