#SET1,,,,,,,,
Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Lost!,Almost Full Moon
Don't Cry (original),Lost!,Don't Cry (original),Don't Cry (original),Lost!,Don't Cry (original),Don't Cry (original),Don't Cry (original),Don't Cry (original)
I Need Some Sleep,Don't Cry (original),I Need Some Sleep,I Need Some Sleep,Don't Cry (original),I Need Some Sleep,I Need Some Sleep,Almost Full Moon,I Need Some Sleep
Million Dollar Question,,,Million Dollar Question,,,Million Dollar Question,,
Lost!,,,Lost!,,,Lost!,,
#SET36,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption],Exogenesis: Symphony Part 3 [Redemption]
Heaven's Gonna Burn Your Eyes,I Let Love In,Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,I Let Love In,Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,I Let Love In,Heaven's Gonna Burn Your Eyes
I Don't Wanna Die,Heaven's Gonna Burn Your Eyes,I Don't Wanna Die,I Don't Wanna Die,Heaven's Gonna Burn Your Eyes,I Don't Wanna Die,I Don't Wanna Die,Million Dollar Question,I Don't Wanna Die
Million Dollar Question,,,Million Dollar Question,,,Million Dollar Question,,
I Let Love In,,,I Let Love In,,,I Let Love In,,
#SET37,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Vision One,Vision One,Vision One,Vision One,Vision One,Vision One,Vision One,Vision One,Vision One
Almost Full Moon,Let's Have A War,Almost Full Moon,Almost Full Moon,Let's Have A War,Almost Full Moon,Almost Full Moon,Let's Have A War,Almost Full Moon
Let's Have A War,Almost Full Moon,Let's Have A War,Let's Have A War,Almost Full Moon,Let's Have A War,Let's Have A War,Almost Full Moon,Let's Have A War
Rose Parade,,,Rose Parade,,,Rose Parade,,
Fake Out,,,Fake Out,,,Fake Out,,
#SET38,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Blue Beard,Blue Beard,Blue Beard,Blue Beard,Blue Beard,Blue Beard,Blue Beard,Drug A Wheel,Blue Beard
Black Sands,Drug A Wheel,Black Sands,Black Sands,Drug A Wheel,Black Sands,Black Sands,Blue Beard,Black Sands
Drug A Wheel,Black Sands,Drug A Wheel,Drug A Wheel,A Song For Milly Michaelson,Drug A Wheel,Drug A Wheel,I Let Love In,Drug A Wheel
A Song For Milly Michaelson,,,A Song For Milly Michaelson,,,A Song For Milly Michaelson,,
I Let Love In,,,I Let Love In,,,I Let Love In,,
#SET39,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Principles of Lust,Principles of Lust,Principles of Lust,Principles of Lust,Principles of Lust,Principles of Lust,Principles of Lust,Rose Parade,Principles of Lust
Rose Parade,Rose Parade,Rose Parade,Rose Parade,Rose Parade,Rose Parade,Rose Parade,Lost!,Rose Parade
Teen Creeps,Lost!,Teen Creeps,Teen Creeps,Teen Creeps,Teen Creeps,Teen Creeps,Principles of Lust,Teen Creeps
Passage To The Unknown,,,Passage To The Unknown,,,Passage To The Unknown,,
Lost!,,,Lost!,,,Lost!,,
#SET40,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon,Almost Full Moon
A Song For Milly Michaelson,I Let Love In,A Song For Milly Michaelson,A Song For Milly Michaelson,A Song For Milly Michaelson,A Song For Milly Michaelson,A Song For Milly Michaelson,I Let Love In,A Song For Milly Michaelson
I Don't Wanna Die,A Song For Milly Michaelson,I Don't Wanna Die,I Don't Wanna Die,I Let Love In,I Don't Wanna Die,I Don't Wanna Die,A Song For Milly Michaelson,I Don't Wanna Die
The Trickster,,,The Trickster,,,The Trickster,,
I Let Love In,,,I Let Love In,,,I Let Love In,,
#SET41,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Heaven's Gonna Burn Your Eyes,Nlogax,Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,Nlogax,Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,Nlogax,Heaven's Gonna Burn Your Eyes
Black Sands,I Let Love In,Black Sands,Black Sands,I Let Love In,Black Sands,Black Sands,I Let Love In,Black Sands
I Don't Wanna Die,Black Sands,I Don't Wanna Die,I Don't Wanna Die,Black Sands,I Don't Wanna Die,I Don't Wanna Die,Black Sands,I Don't Wanna Die
Nlogax,,,Nlogax,,,Nlogax,,
I Let Love In,,,I Let Love In,,,I Let Love In,,
#SET42,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Vision One,Vision One,Vision One,Vision One,Vision One,Vision One,Vision One,Still Take You Home,Vision One
Black Sands,Still Take You Home,Black Sands,Black Sands,Still Take You Home,Black Sands,Black Sands,Vision One,Black Sands
Fake Out,Fake Out,Fake Out,Fake Out,Black Sands,Fake Out,Fake Out,Fake Out,Fake Out
I Need Some Sleep,,,I Need Some Sleep,,,I Need Some Sleep,,
Still Take You Home,,,Still Take You Home,,,Still Take You Home,,
#SET43,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Don't Cry (original),Let's Have A War
Heaven's Gonna Burn Your Eyes,Don't Cry (original),Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,Don't Cry (original),Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,Black Sands,Heaven's Gonna Burn Your Eyes
Black Sands,Black Sands,Black Sands,Black Sands,Black Sands,Black Sands,Black Sands,Let's Have A War,Black Sands
Don't Cry (original),,,Don't Cry (original),,,Don't Cry (original),,
Inside the City of Glass,,,Inside the City of Glass,,,Inside the City of Glass,,
#SET44,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Rose Parade,Get Innocuous!,Rose Parade,Rose Parade,Get Innocuous!,Rose Parade,Rose Parade,Get Innocuous!,Rose Parade
Get Innocuous!,Rose Parade,Get Innocuous!,Get Innocuous!,Rose Parade,Get Innocuous!,Get Innocuous!,Black Sands,Get Innocuous!
Black Sands,Black Sands,Black Sands,Black Sands,Don't Cry (original),Black Sands,Black Sands,Rose Parade,Black Sands
Don't Cry (original),,,Don't Cry (original),,,Don't Cry (original),,
I Don't Wanna Die,,,I Don't Wanna Die,,,I Don't Wanna Die,,
#SET45,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Rejoicing in the Hands,Get Innocuous!,Rejoicing in the Hands,Rejoicing in the Hands,Let's Have A War,Rejoicing in the Hands,Rejoicing in the Hands,Rejoicing in the Hands,Rejoicing in the Hands
Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Get Innocuous!,Let's Have A War,Let's Have A War,Get Innocuous!,Let's Have A War
Get Innocuous!,Rejoicing in the Hands,Get Innocuous!,Get Innocuous!,A Song For Milly Michaelson,Get Innocuous!,Get Innocuous!,Let's Have A War,Get Innocuous!
A Song For Milly Michaelson,,,A Song For Milly Michaelson,,,A Song For Milly Michaelson,,
I Need Some Sleep,,,I Need Some Sleep,,,I Need Some Sleep,,
#SET46,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War
I Don't Wanna Die,I Let Love In,I Don't Wanna Die,I Don't Wanna Die,I Let Love In,I Don't Wanna Die,I Don't Wanna Die,Million Dollar Question,I Don't Wanna Die
I Need Some Sleep,Million Dollar Question,I Need Some Sleep,I Need Some Sleep,I Need Some Sleep,I Need Some Sleep,I Need Some Sleep,I Let Love In,I Need Some Sleep
Million Dollar Question,,,Million Dollar Question,,,Million Dollar Question,,
I Let Love In,,,I Let Love In,,,I Let Love In,,
#SET47,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Rejoicing in the Hands,Killian's Red,Rejoicing in the Hands,Rejoicing in the Hands,Killian's Red,Rejoicing in the Hands,Rejoicing in the Hands,Killian's Red,Rejoicing in the Hands
Heaven's Gonna Burn Your Eyes,Rejoicing in the Hands,Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,Fake Out,Heaven's Gonna Burn Your Eyes,Heaven's Gonna Burn Your Eyes,Rejoicing in the Hands,Heaven's Gonna Burn Your Eyes
Fake Out,Fake Out,Fake Out,Fake Out,Heaven's Gonna Burn Your Eyes,Fake Out,Fake Out,Fake Out,Fake Out
I Don't Wanna Die,,,I Don't Wanna Die,,,I Don't Wanna Die,,
Killian's Red,,,Killian's Red,,,Killian's Red,,
#SET48,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Let's Have A War,Teen Creeps,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War,Let's Have A War
Teen Creeps,Let's Have A War,Teen Creeps,Teen Creeps,Teen Creeps,Teen Creeps,Teen Creeps,I Let Love In,Teen Creeps
I Don't Wanna Die,Killian's Red,I Don't Wanna Die,I Don't Wanna Die,Killian's Red,I Don't Wanna Die,I Don't Wanna Die,Teen Creeps,I Don't Wanna Die
Killian's Red,,,Killian's Red,,,Killian's Red,,
I Let Love In,,,I Let Love In,,,I Let Love In,,
#SET49,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
In the Backseat,In the Backseat,In the Backseat,In the Backseat,In the Backseat,In the Backseat,In the Backseat,In the Backseat,In the Backseat
Drug A Wheel,Drug A Wheel,Drug A Wheel,Drug A Wheel,Drug A Wheel,Drug A Wheel,Drug A Wheel,Drug A Wheel,Drug A Wheel
Don't Cry (original),Still Take You Home,Don't Cry (original),Don't Cry (original),Still Take You Home,Don't Cry (original),Don't Cry (original),Still Take You Home,Don't Cry (original)
Passage To The Unknown,,,Passage To The Unknown,,,Passage To The Unknown,,
Still Take You Home,,,Still Take You Home,,,Still Take You Home,,
#SET50,,,,,,,,
relevant_set_songs,relevant_set_results_alg,relevant_set_results_true,ordered_list_songs,ordered_list_results_alg (by order),ordered_list_results_true (by order),perfect_precision_songs,perfect_precision_results_alg,perfect_precision_results_true
Rejoicing in the Hands,The Brilliant Dance,Rejoicing in the Hands,Rejoicing in the Hands,The Brilliant Dance,Rejoicing in the Hands,Rejoicing in the Hands,Rose Parade,Rejoicing in the Hands
The Brilliant Dance,Teen Creeps,The Brilliant Dance,The Brilliant Dance,Rose Parade,The Brilliant Dance,The Brilliant Dance,Rejoicing in the Hands,The Brilliant Dance
Rose Parade,Rose Parade,Rose Parade,Rose Parade,Teen Creeps,Rose Parade,Rose Parade,The Brilliant Dance,Rose Parade
Teen Creeps,,,Teen Creeps,,,Teen Creeps,,
I Let Love In,,,I Let Love In,,,I Let Love In,,
